class_id,class_name,current_package,is_misplaced,confidence,reasoning,suggested_package,evidence,method_used,analysis_time,analysis_timestamp
RowVisitorAsRecordVisitor,RowVisitorAsRecordVisitor,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
for,for,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
processes,processes,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TimeBinIndex,TimeBinIndex,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TimeBinRecordIndex,TimeBinRecordIndex,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TimeBinRowIndex,TimeBinRowIndex,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ClusteredEntry,ClusteredEntry,com.google.refine.clustering,False,0.95,Class appears to be correctly placed,com.google.refine.clustering,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Clusterer,Clusterer,com.google.refine.clustering,False,0.95,Class appears to be correctly placed,com.google.refine.clustering,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ClustererConfig,ClustererConfig,com.google.refine.clustering,False,0.95,Class appears to be correctly placed,com.google.refine.clustering,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
BinningClusterer,BinningClusterer,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
BinningClustererConfig,BinningClustererConfig,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
BinningParameters,BinningParameters,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
BinningRowVisitor,BinningRowVisitor,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SizeComparator,SizeComparator,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EntriesComparator,EntriesComparator,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FingerprintKeyer,FingerprintKeyer,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Keyer,Keyer,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
KeyerFactory,KeyerFactory,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
NGramFingerprintKeyer,NGramFingerprintKeyer,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
DistanceFactory,DistanceFactory,com.google.refine.clustering.knn,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.knn,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
kNNClusterer,kNNClusterer,com.google.refine.clustering.knn,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.knn,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
kNNClustererConfig,kNNClustererConfig,com.google.refine.clustering.knn,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.knn,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
kNNClustererConfigParameters,kNNClustererConfigParameters,com.google.refine.clustering.knn,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.knn,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
VPTreeClusteringRowVisitor,VPTreeClusteringRowVisitor,com.google.refine.clustering.knn,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.knn,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
BlockingClusteringRowVisitor,BlockingClusteringRowVisitor,com.google.refine.clustering.knn,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.knn,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
DistanceWrapper,DistanceWrapper,com.google.refine.clustering.knn,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.knn,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ValuesComparator,ValuesComparator,com.google.refine.clustering.knn,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.knn,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
for,for,com.google.refine.clustering.knn,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.knn,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SimilarityDistance,SimilarityDistance,com.google.refine.clustering.knn,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.knn,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
VicinoDistance,VicinoDistance,com.google.refine.clustering.knn,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.knn,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
of,of,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Command,Command,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
HistoryEntryResponse,HistoryEntryResponse,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
IllegalJsonpException,IllegalJsonpException,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
CSRFTokenFactory,CSRFTokenFactory,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
for,for,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
this,this,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EngineDependentCommand,EngineDependentCommand,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
will,will,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
HttpUtilities,HttpUtilities,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
CustomizableTabularExporterUtilities,CustomizableTabularExporterUtilities,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RowCountingTabularSerializer,RowCountingTabularSerializer,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconOutputMode,ReconOutputMode,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
DateFormatMode,DateFormatMode,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconSettings,ReconSettings,com.google.refine.exporters,True,0.7000000000000001,Semantic analysis suggests better fit in config package,config,Name matches config pattern; Methods: setup,rule-based + semantic analysis,26.85,2025-08-10T01:45:53.407266
DateSettings,DateSettings,com.google.refine.exporters,True,0.7000000000000001,Semantic analysis suggests better fit in config package,config,Name matches config pattern; Methods: setup,rule-based + semantic analysis,26.85,2025-08-10T01:45:53.407266
ColumnOptions,ColumnOptions,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
CellFormatter,CellFormatter,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Exporter,Exporter,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ExporterRegistry,ExporterRegistry,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
is,is,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
StreamExporter,StreamExporter,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
throw,throw,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
to,to,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TabularSerializer,TabularSerializer,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
CellData,CellData,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
is,is,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
UrlExporter,UrlExporter,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
WriterExporter,WriterExporter,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
throw,throw,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
